Compound	SMILES
CDP group	C(OP(OP(O)([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)
magnesium dichloride	
<i>S</i>-sulfanylglutathione	C(SS)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
b-dgal-HEX-1:5|6:a	
anthraquinone-2-sulfonate	C1(\C=C/C2(/C(=O)C3(/C=C(\C=C/C(/C(=O)C(/C=1)=2)=3)/S(=O)(=O)[O-])))
7-carboxy-7-deazaguanine	C12(=C(C(/C([O-])=O)=C\N1)C(=O)NC(/N)=N/2)
(<i>R</i>)-S-adenosyl-L-methionine	C[S+](C[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))CC[C@@H](C(=O)[O-])[NH3+]
nisin	CCC(C)C(C(NC(/C(NC1(C(NC(C(NC(C(NC(CC(C)C)C(NC(CSC1)C(NC7(C(C)SCC(C(NC(C(NC6(C(NCC(NC(C)C(NC(C(NC(CCSC)C(NCC(NC(C(NC(C(NC(C(NC(C(NC5(C(NC(C)C(NC4(C(NC(C(NC(CC2(\N\C=[NH+]/C=2))C(NC(C(NC(CO)C(NC(C(NC(C(NC(C(NC(C(NC(C(=O)[O-])CCCC[NH3+])=O)=C)=O)C(C)C)=O)CC3(\N\C=N/C=3))=O)C(C)CC)=O)=O)CSC(C)4)=O)=O)CSC(C)5)=O))=O)=O))=O)CCCC[NH3+])=O)CCSC)=O)CC(N)=O)=O)CSC(C)6)=O)=O)=O)CC(C)C)=O)=O)=O))=O)CCCC[NH3+])=O)NC(CNC(C8(CCCN(C7=O)8))=O)=O))=O)=O)=O)=C)=O)C(C)CC)=O))=O)=C/C)=O)[NH3+]
dTDP-4-amino-4,6-dideoxy-&alpha;-D-galactose	CC1(\C(=O)NC(N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[C@@H]2([C@@H]([C@H]([C@@H]([NH3+])[C@H](O2)C)O)O))(=O)[O-])O3))=O)
1,<i>N</i><sup>6</sup>-ethenoadenine	C3(\N1(C(/C2(N\C=N/C(\N=C/1)=2))=N/C=3))
2-12:0-lysophosphatidylglycerol	CCCCCCCCCCCC(=O)O[C@H](CO)COP(OC[C@H](CO)O)([O-])=O
2-O-acetyl-L-fucosyl-(1->3)-&beta;-D-glucopyranosyl-diphosphoundecaprenol	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/COP(=O)([O-])OP(=O)([O-])O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O[C@H]1([C@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)OC(=O)C))[C@@H](O)2)
CDP-1-palmitoyl-2-myristoylglycerol	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCCCCCCCC
calcium nitrate tetrahydrate	
<i>S</i>-nitrosoglutathione	C(SN=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
a-xgal-HEX-1:5|6:a	
Reactive blue 5	C6(Cl)(=NC(/NC1(\C=C(\C=C/C=1)\S([O-])(=O)=O))=N/C(\NC2(\C(\S([O-])(=O)=O)=C/C=C(/C=2)/NC3(\C4(\C(O)C5(/C=C\C=C/C(/C(O)C(/C(/N)=C(/C=3)/S([O-])(=O)=O)=4)=5)))))=N\6)
5-amino-6-(D-ribitylamino)uracil	C(NC1(NC(NC(=O)C(N)=1)=O))[C@H](O)[C@H](O)[C@H](O)CO
N-&alpha;-acetyl lysine methyl ester	CC(=O)N[C@H](C(=O)OC)CCCC[NH3+]
daptomycin	CCCCCCCCCC(=O)N[C@@H](CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))C(=O)N[C@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H]4([C@@H](C)OC([C@H](CC(=O)C3(/C=C\C=C/C(/N)=3))NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(CNC([C@H](CC(=O)[O-])NC([C@@H](C)NC([C@H](CC(=O)[O-])NC(=O)[C@@H](NC(CNC(=O)4)=O)CCC[NH3+])=O)=O)=O)=O)[C@H](C)CC([O-])=O)=O))CC(N)=O
arsenic triglutathione	C(NC([C@@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)CS[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(NCC([O-])=O)=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(NCC([O-])=O)=O)=O)C([O-])=O
1,N<sup>2</sup>-ethenoguanine	C1(\N=C2(NC3(N\C=N/C(C(=O)N(\C=1)2)=3)))
2-16:0-lysophosphatidylglycerol	CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(OC[C@H](CO)O)([O-])=O
3-O-acetyl-L-fucosyl-(1->3)-&beta;-D-glucopyranosyl-diphosphoundecaprenol	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/COP(=O)([O-])OP(=O)([O-])O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O[C@H]1([C@H]([C@@H]([C@@H]([C@@H](O1)C)O)OC(=O)C)O))[C@@H](O)2)
CDP-1-palmitoyl-2-palmitoleoylglycerol	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCC
barium chloride	
<i>S</i>-(acet-2-yl)-glutathione	C(SCC([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
a-dgal-HEX-1:5|6:d	
5-hydroxyuracil	C1(/NC(=O)NC(=O)C(/O)=1)
serinamide	C(O)C(C(=O)N)[NH3+]
4-methyl-5-(2-phosphooxyethyl)thiazole	CC1(\N=C/SC(/CCOP([O-])(=O)[O-])=1)
uracil glycol	C1(C(O)C(NC(=O)N1)=O)(O)
GLYCO-CT-PHOSPHATE	
CDP-1,2-bis-<i>cis</i>-vaccenoylglycerol	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCCCC\C=C/CCCCCC
L-rhamnitol 1-phosphate	C[C@@H]([C@@H]([C@H]([C@H](COP([O-])(=O)[O-])O)O)O)O
ammonium sodium hydrogenphosphate tetrahydrate	
<i>S</i>-(hydroxysulfenamide)glutathione	C(SNO)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
x-lgal-HEX-1:5|6:d	
2-aminofluorene	C2(\C=C1(CC3(\C(C1=C\C=2)=C/C=C(\C=3)/N)))
1-methylguanine	CN1(C(/N)=N/C2(\N=C/NC(C(=O)1)=2))
&beta;-fluoro-L-alanine	C([O-])(=O)[C@@H]([NH3+])CF
2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate	CC1(\C(\S[C@H](C(=O)[O-])\N=1)=C\COP([O-])(=O)[O-])
2-amino-6-hydroxyaminopurine	C1(\NC2(/N=C(N)\N=C(C(/N=1)=2)\NO))
GLYCO-CT-METHYL	
CDP-1-myristoyl-2-palmitoleoylglycerol	CCCCCC\C=C/CCCCCCCC(O[C@@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)COC(=O)CCCCCCCCCCCCC)=O
&alpha;-D-glucosamine 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H]([NH3+])[C@@H](O)[C@H](O)1)
ammonium molybdate	
a-dgal-HEX-1:4	
3-ethylcytosine	CCN1(C(=O)\N=C/C=C(N)\1)
L-proline betaine	C1(CC[C@H]([N+](C)(C)1)C([O-])=O)
<i>aldehydo</i>-D-ribose	C(=O)[C@H](O)[C@H](O)[C@H](O)CO
oxalyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C([O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
thiamine	CC2(\[N+](/CC1(\C(\N)=N/C(\C)=N\C=1))=C/SC(/CCO)=2)
5-amino-6-(5-phospho-D-ribitylamino)uracil	C(NC1(NC(NC(=O)C(N)=1)=O))[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
sulfoacetate	C([O-])(=O)CS(=O)(=O)[O-]
GLYCO-CT-PYR	
CDP-1-palmitoyl-2-<i>cis</i>-vaccenoylglycerol	CCCCCC\C=C/CCCCCCCCCC(=O)O[C@@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)COC(=O)CCCCCCCCCCCCCCC
dichlorocadmium	
b-HEX-1:5|6:a	
1,N<sup>6</sup>-ethanoadenine	C2(C\N=C1(C3(N\C=N/C(\N=C/N12)=3)))
4-fluoro-L-tryptophan	C1(\NC2(\C=C/C=C(C(\C(/C[C@H]([NH3+])C([O-])=O)=1)=2)/F))
<i>N,N',N''</i>-triacetylchitotriose	CC(=O)N[C@H]1(C(O)O[C@H](CO)[C@H]([C@H](O)1)O[C@H]2([C@H](NC(C)=O)[C@@H](O)[C@@H]([C@@H](CO)O2)O[C@@H]3(O[C@@H]([C@@H](O)[C@H](O)[C@@H](NC(C)=O)3)CO)))
(2E)-3,7-dimethylocta-2,6-diene-1-thiol	CC(C)=CCCC(\C)=C/CS
malonyl-CoA methyl ester	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)OC)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5-(2-hydroxyethyl)-4-methylthiazole	CC1(\N=C/SC(/CCO)=1)
5,6-dihydroxyuracil	C1(O)(=C(O)C(NC(=O)N1)=O)
homotaurine	C([NH3+])CCS(=O)([O-])=O
GLYCO-CT-N-ACETYL	
CDP-1,2-dioctadecanoylglycerol	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCCCCCCCCCCCC
L-glyceraldehyde	C(=O)[C@H](CO)O
sodium tetraborate decahydrate	
a-HEX-1:5	
5,6-dihydrouracil	C1(NC(CCN1)=O)=O
ATP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
3-methylbutanoyl-CoA	CC(CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C
5-hydroxy-6-hydrothymine	CC1(CNC(=O)NC(=O)1)(O)
UDP-4-amino-4-deoxy-&beta;-L-arabinopyranose	C(OP(=O)([O-])OP(O[C@H]1(OC[C@H]([NH3+])[C@H](O)[C@@H](O)1))(=O)[O-])[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O)
GLYCO-CT-ACETYL	
CDP-1,2-dimyristoylglycerol	CCCCCCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCCCCCCCC
&alpha;-D-xylulofuranose	C(O)[C@@]1(O)([C@H]([C@@H](CO1)O)O)
potassium sulfate	
x-HEX-1:5	
5-methylcytosine	CC1(\C=N/C(=O)NC(/N)=1)
acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))=O)([O-])=O
spermine	C(CCC[NH2+]CCC[NH3+])[NH2+]CCC[NH3+]
6-hydroxyaminopurine	C1(\NC2(C(/NO)=N\C=N/C(\N=1)=2))
N&alpha;,N&epsilon;-diacetyl-L-lysyl-D-alanyl-D-lactate	C[C@@H](NC(=O)[C@@H](NC(=O)C)CCCCNC(=O)C)C(OC(C)C(=O)[O-])=O
dipalmitoyl phosphatidate	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(CCCCCCCCCCCCCCC)=O
GLYCO-CT-SULFATE	
CDP-1-<i>cis</i>-vaccenoyl-2-palmitoleoylglycerol	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCC\C=C/CCCCCC
uridine 3'-monophosphate	C(O)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)OP([O-])(=O)[O-])
magnesium hydrogenphosphate	
glutathione disulfide	C(SSC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
a-HEX-1:5|6:a	
cytidine-3'-monophosphate	C(O)[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)OP([O-])(=O)[O-])
formyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
monofluoromethylputrescine	C(F)C(C[NH3+])C[NH3+]
ferroheme <i>o</i>	C=CC3(\C7(\[N+]4(\[Fe-2]16([N+]5(\C(/C(\CCC(=O)[O-])=C(C)\C(/C=C2(C(\C)=C(C(\N12)=C\C(\C(/C)=3)=4)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))=5)=C/C8(/N6C(/C=7)=C(C)/C(\CCC(=O)[O-])=8))))))
GLYCO-CT-N-SULFATE	
CDP-1,2-dipalmitoylglycerol	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)OC(=O)CCCCCCCCCCCCCCC
erythritol	C([C@@H]([C@@H](CO)O)O)O
diammonium hydrogen phosphate	
glutathionylspermidine disulfide	C([NH3+])CC[NH2+]CCCCNC(=O)CNC(=O)[C@H](CSSC[C@@H](C(NCC(NCCCC[NH2+]CCC[NH3+])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
b-HEX-1:5	
cytidine 2',3'-cyclic monophosphate	C(O)[C@@H]2([C@@H]3([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)OP(=O)([O-])O3))
2-iminopropanoate	CC(C(=O)[O-])=[NH2+]
3,5-dihydroxybenzoyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(\C=C(/C=C(/C=1)/O)\O))=O)COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
cadaverine	C([NH3+])CCCC[NH3+]
(6R)-L-<i>erythro</i>-6,7-dihydrobiopterin	C[C@H](O)[C@H](O)[C@@H]1(/N=C2(C(/NC1)=N\C(/N)=N/C(=O)2))
GLYCO-CT-AMINO	
3-deoxy-D-arabino-heptulopyranuronate 7-phosphate	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@H](O)C[C@](O)(C(=O)[O-])O1)
magnesium sulfate heptahydrate	
glutathionylspermidine	C([NH3+])CC[NH2+]CCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C([O-])=O
uridine 2'3'-cyclic monophosphate	C(O)[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))[C@@H]3(OP(=O)([O-])O[C@H]23))
2-oxo-2'-deoxyadenosine	C(O)[C@H]3(O[C@@H](N1(C2(/NC(=O)/N=C(C(\N=C/1)=2)/N)))C[C@H](O)3)
2-aminoprop-2-enoate	C=C([NH3+])C(=O)[O-]
3-hydroxybenzoyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(\C=C(\C=C/C=1)\O))=O)COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
putrescine	C([NH3+])CCC[NH3+]
(6R)-L-<i>threo</i>-6,7-dihydrobiopterin	C[C@H](O)[C@@H](O)[C@@H]1(/N=C2(C(/NC1)=N\C(/N)=N/C(=O)2))
La<sup>3+</sup>	[La+3]
2-<i>O</i>-methyl cyclic 3-deoxy-D-arabino-heptulosonate 7-phosphate	CO[C@@]1(C(=O)[O-])(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)C1)
ammonium chloride	
selenodiglutathione	C(S[Se]SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
vinylglycine	C=C[C@H]([NH3+])C(=O)[O-]
pyridine	C1(\N=C/C=C\C=1)
succinyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
propane-1,3-diamine	C(CC[NH3+])[NH3+]
dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose	CC1(\C(=O)NC(N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[C@H]2(O[C@H](C)C(=O)[C@H](O)[C@@H](O)2))(=O)[O-])O3))=O)
5-phospho-&alpha;-D-ribose 1-diphosphate	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H](O1)OP(OP([O-])(=O)[O-])([O-])=O)
sodium dihydrogen phosphate	
(<i>Z</i>)-2-aminobutenoate	C\C=C(C([O-])=O)/[NH3+]
(<i>R</i>)-carnitinyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](C[N+](C)(C)C)O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
spermidine	C([NH3+])CC[NH2+]CCCC[NH3+]
