name	smiles
taurochenodeoxycholate	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
13(<i>S</i>)-HpOTre	CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OO
(<i>R</i>)-lactate	C[C@@H](O)C(=O)O
carnosine	NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O
phosphocholine	C[N+](C)(C)CCOP(=O)(O)O
L-glutamine	NC(=O)CC[C@H](N)C(=O)O
superoxide	OO
4&alpha;-methyl-5&alpha;-cholest-7-en-3-one	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C
L-cystathionine	N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O
androstenedione	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
dCTP	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
guanidinoacetate	N=C(N)NCC(=O)O
MoO<sub>2</sub>-molybdopterin cofactor	Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo](=O)(=O)S3)[C@@H](COP(=O)(O)O)O[C@H]1N2
4-aminobutanoate	NCCCC(=O)O
cysteamine	NCCS
urate	O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
(3S,6Z,9Z,12Z,15Z,18Z,21Z)-3-hydroxytetracosahexaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
pyridoxal	Cc1ncc(CO)c(C=O)c1O
coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
adenine	Nc1ncnc2[nH]cnc12
arsenate	O=[As](O)(O)O
17(<i>R</i>)-HDoHE	CC/C=C\C[C@@H](O)/C=C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
5-methoxytryptamine	COc1ccc2[nH]cc(CCN)c2c1
uracil	O=c1cc[nH]c(=O)[nH]1
<i>N</i>-acetyl-serotonin	CC(=O)NCCc1c[nH]c2ccc(O)cc12
GDP-&beta;-L-fucose	C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
(9R,10S,11E,13R)-9(10)-epoxy-13-hydroxyoctadec-11-enoate	CCCCC[C@@H](O)/C=C/[C@@H]1O[C@@H]1CCCCCCCC(=O)O
(<i>S</i>)-propane-1,2-diol	C[C@H](O)CO
3-methylcrotonyl-CoA	CC(C)=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
13(<i>S</i>)-HODE	CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O
kynurenate	O=C(O)c1cc(O)c2ccccc2n1
(<i>S</i>)-3-hydroxybutanoyl-CoA	C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
3&beta;-hydroxy-5&beta;-pregnane-20-one	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1D-<i>myo</i>-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate	O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
&beta;-D-fructofuranose 1,6-bisphosphate	O=P(O)(O)OC[C@H]1O[C@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O
queuine	Nc1nc2[nH]cc(CNC3C=C[C@H](O)[C@@H]3O)c2c(=O)[nH]1
hexadecanal	CCCCCCCCCCCCCCCC=O
(S)-3-amino-2-methylpropanoate	C[C@@H](CN)C(=O)O
<i>all-trans</i>-retinoate	CC(=CC(=O)O)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
dopamine	NCCc1ccc(O)c(O)c1
(11Z,14Z,17Z)-icosatrienoyl-CoA	CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
(12<i>S</i>)-hydroxyandamide	CCCCC/C=C\C[C@H](O)/C=C/C=C\C/C=C\CCCC(=O)NCCO
FMN	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
glutaryl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O
cotinine methonium ion	CN1C(=O)CC[C@H]1c1ccc[n+](C)c1
3,4-dihydroxyphenylacetaldehyde	O=CCc1ccc(O)c(O)c1
19-oxo-testosterone	C[C@@]12CC[C@@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O
(8Z,11Z,14Z,17Z)-icosatetraenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
(<i>R</i>)-<i>S</i>-lactoylglutathione	C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
malonate	O=C(O)CC(=O)O
3-methylglutaconyl-CoA	C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)CC(=O)O
glycochenodeoxycholate	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
15(<i>S</i>)-HpETrE	CCCCC[C@@H](/C=C/C=C\C/C=C\CCCCCCC(=O)O)OO
resolvin D4	CC/C=C\C[C@H](O)/C=C/C=C\C/C=C\C=C\C=C\[C@@H](O)[C@@H](O)CCC(=O)O
methylarsonous acid	C[As](O)O
5-hydroxyindole acetate	O=C(O)Cc1c[nH]c2ccc(O)cc12
3-methoxy-4-hydroxyphenyllactate	COc1cc(CC(O)C(=O)O)ccc1O
acetoacetate	CC(=O)CC(=O)O
prostaglandin B<sub>2</sub>	CCCCC[C@H](O)/C=C/C1=C(C/C=C\CCCC(=O)O)C(=O)CC1
9-oxo-ODE	CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O
phytenate	C/C(=C/C(=O)O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
adenosine 3',5'-bisphosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
1D-<i>myo</i>-inositol 3-diphosphate 1,2,4,5,6-pentakisphosphate	O=P(O)(O)O[C@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
1,1-ethanediol	CC(O)O
allopregnanolone	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
vanillylmandelate	COc1cc([C@@H](O)C(=O)O)ccc1O
(<i>R</i>)-propane-1,2-diol	C[C@@H](O)CO
sphingosine	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
(5<i>S</i>)-5-hydroxyanandamide	CCCCC/C=C\C/C=C\C/C=C\C=C\[C@@H](O)CCCC(=O)NCCO
molybdopterin adenine dinucleotide	Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O[C@H]1N2
menadiol	Cc1cc(O)c2ccccc2c1O
prostaglandin E<sub>2</sub>	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
progesterone	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1,1-dihydroxypropan-2-one	CC(=O)C(O)O
L-arginine	N=C(N)NCCC[C@H](N)C(=O)O
prostaglandin F<sub>2&alpha;</sub>	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
D-<i>myo</i>-inositol (1,4,5)-trisphosphate	O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O
3-pyridylacetate	O=C(O)Cc1cccnc1
pseudooxynicotine	CNCCCC(=O)c1cccnc1
prostaglandin F<sub>1&alpha;</sub>	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H](O)C[C@H]1O
2',3'-cyclic GMP-AMP	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]4[C@@H](O)[C@H](n5cnc6c(N)ncnc65)O[C@@H]4COP(=O)(O)O[C@@H]2[C@@H]3O)c(=O)[nH]1
N<sup>&omega;</sup>-hydroxy-L-arginine	N=C(NO)NCCC[C@H](N)C(=O)O
&beta;-D-galactopyranose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
(7Z,10Z,13Z,16Z)-3-oxodocosatetraenoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
(2Z,4E)-2-aminomuconate	N/C(=C\C=C\C(=O)O)C(=O)O
13-oxo-9Z,11E-ODE	CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O
7&alpha;-hydroxycholesterol	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
L-dopachrome	O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O
aspirin triggered resolvin D4	CC/C=C\C[C@@H](O)/C=C/C=C\C/C=C\C=C\C=C\[C@@H](O)[C@@H](O)CCC(=O)O
sphinganine	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO
leucodopachrome	O=C(O)[C@@H]1Cc2cc(O)c(O)cc2N1
3-hydroxyanthranilate	Nc1c(O)cccc1C(=O)O
2'-deoxyadenosine	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
trans-3'-hydroxycotinine	CN1C(=O)[C@H](O)C[C@H]1c1cccnc1
valproate	CCCC(CCC)C(=O)O
pyridoxal 5'-phosphate	Cc1ncc(COP(=O)(O)O)c(C=O)c1O
5-methoxyindoleacetaldehyde	COc1ccc2[nH]cc(CC=O)c2c1
threohydrobupropion	C[C@@H](NC(C)(C)C)[C@H](O)c1cccc(Cl)c1
15-dehydro-13,14-dihydro-prostaglandin E<sub>2</sub>	CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
&beta;-L-fucose 1-phosphate	C[C@@H]1O[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O
thiosulfate	O=S(=O)(O)S
11-<i>cis</i>-retinal	CC(=CC=O)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
4-hydroxybenzoate	O=C(O)c1ccc(O)cc1
thebaine	COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@]2(CCN3C)[C@H]1O5
<i>S</i>-methyl-5'-thioadenosine	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
preuroporphyrinogen	O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O
4-hydroxy-3-decaprenylbenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)ccc1O
3-methoxy-4-hydroxyphenylglycolaldehyde	COc1cc([C@@H](O)C=O)ccc1O
betaine aldehyde	C[N+](C)(C)CC=O
15(<i>S</i>)-HETrE	CCCCC[C@H](O)/C=C/C=C\C/C=C\CCCCCCC(=O)O
3-oxotriacontanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
morphinone	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)C=C[C@H]3[C@H]1C5
15-dehydro-prostaglandin I<sub>2</sub>	CCCCCC(=O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
7&alpha;-hydroxy-5&beta;-cholestan-3-one	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
(24<i>R</i>,25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;,24-tetrahydroxy-5&beta;-cholestanoyl CoA	C[C@H](CC[C@@H](O)[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
salutaridine	COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)C3=CC1=O
(25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestan-26-al	C[C@H](CCC[C@@H](C)C=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
phenylacetaldehyde	O=CCc1ccccc1
15-oxo-ETE	CCCCCC(=O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O
4-(2-aminophenyl)-2,4-dioxobutanoate	Nc1ccccc1C(=O)CC(=O)C(=O)O
adrenoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
indole-5,6-quinone	O=C1C=c2cc[nH]c2=CC1=O
formate	O=CO
arachidonoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
anthranilate	Nc1ccccc1C(=O)O
4-hydroxybenzaldehyde	O=Cc1ccc(O)cc1
5-methoxyindole acetate	COc1ccc2[nH]cc(CC(=O)O)c2c1
protoporphyrin IX	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
(<i>E</i>)-4-coumaroyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1
(3R)-hydroxydihomo &gamma;-linolenoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\CCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
glycine betaine	C[N+](C)(C)CC(=O)O
adenylosuccinate	O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
3-methoxy-4-hydroxy-5-<i>all-trans</i>-decaprenylbenzoate	COc1cc(C(=O)O)cc(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
8-oxo-dGMP	Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1
7-<i>O</i>-acetylsalutaridinol	COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)C3=C[C@@H]1OC(C)=O
5-hydroxytryptophol	OCCc1c[nH]c2ccc(O)cc12
sucrose	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
5-hydroxyindole acetaldehyde	O=CCc1c[nH]c2ccc(O)cc12
methylacrylyl-CoA	C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
dihomo &gamma;-linolenoyl-CoA	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
11-desoxycortisol	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
(7E,9E,11Z,13E,15R)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,13-tetraenoate	CCCCC[C@@H](O)/C=C/C=C\C=C\C=C\[C@@H]1O[C@@H]1CCCC(=O)O
urocanate	O=C(O)/C=C/c1c[nH]cn1
RCTR1	CC/C=C\C[C@H](O)/C=C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)C/C=C\CCC(=O)O
PCTR3	CC/C=C\C[C@H](O)[C@@H](/C=C/C=C/C=C\C/C=C\C/C=C\CCC(=O)O)SC[C@H](N)C(=O)O
<i>trans</i>-arachido-2-enoyl-CoA	CCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
(2E,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
11-oxoandrostenedione	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12
5-hydroxy-L-tryptophan	N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;6)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R	CC(=O)N[C@@H]3([C@H](C[C@](C([O-])=O)(OC[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@@H](O1)O[C@@H]2([C@@H](CO)O[C@H]([C@H](NC(C)=O)[C@@H](O)2)O[R])))O[C@H]3[C@H](O)[C@H](O)CO)O)
(<i>S</i>)-dihydroorotate	O=C1C[C@@H](C(=O)O)NC(=O)N1
4,4-dimethyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
xanthine	O=c1[nH]c(=O)c2nc[nH]c2[nH]1
sulfate	O=S(=O)(O)O
L-thyroxine acyl &beta;-D-glucuronide	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
(25<i>R</i>)-5&beta;-cholestane-3&alpha;,7&alpha;,26-triol	C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
16(17)-EpDPE	CC/C=C\CC1OC1C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
m-chlorohippurate	O=C(O)CNC(=O)c1cccc(Cl)c1
pregn-5-ene-3,20-dione	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
<i>erythro</i>-4-hydroxy-L-glutamate	N[C@@H](C[C@@H](O)C(=O)O)C(=O)O
(indol-3-yl)ethanol	OCCc1c[nH]c2ccccc12
(R)-3-(4-hydroxyphenyl)lactate	O=C(O)[C@H](O)Cc1ccc(O)cc1
2'-hydroxynicotine	CN1CCC[C@@]1(O)c1cccnc1
a [procollagen]-(5<i>R</i>)-5-<i>O</i>-[&alpha;-D-glucosyl-(1&rarr;2)-&beta;-D-galactosyl]-5-hydroxy-L-lysine	C(O)[C@H]2(O[C@H](O[C@@H]1([C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H](C[NH3+])CC[C@H](N[a procollagen])C([a procollagen])=O)1))[C@H](O)[C@@H](O)[C@H](O)2)
prostaglandin C<sub>2</sub>	CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1C/C=C\CCCC(=O)O
5-iso prostaglandin F<sub>2&alpha;</sub>-VI	CCCCC/C=C\C[C@@H]1[C@H](/C=C/C(O)CCCC(=O)O)[C@@H](O)C[C@H]1O
CMP-<i>N</i>-acetyl-&beta;-neuraminate	CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H]1O
cotinine-glucuronide	CN1C(=O)CC[C@H]1c1ccc[n+]([C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1
(5S,6E,8Z,11Z,13E,15S)-5-hydroperoxy-15-hydroxyicosa-6,8,11,13-tetraenoate	CCCCC[C@H](O)/C=C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO
4-methylpentanal	CC(C)CCC=O
thymine	Cc1c[nH]c(=O)[nH]c1=O
calcidiol	C=C1CC[C@H](O)C/C1=C/C=C1CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
8-oxo-GMP	Nc1nc2c([nH]c(=O)n2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
hydroxyacetone	CC(=O)CO
codeinone	COc1ccc2c3c1O[C@H]1C(=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
(3R,11Z,14Z)-3-hydroxyicosadienoyl-CoA	CCCCC/C=C\C/C=C\CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
