Compound	SMILES
trehalose-cis-methoxy-mono-mycolate	C(OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1))O2))(=O)C(CCCCCCCCCCCCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCC3(C(CCCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC)C3)
3-deoxy-&alpha;-D-<i>manno</i>-2-octulosonate	C(O)[C@@H](O)[C@H]1(O[C@@](O)(C([O-])=O)C[C@H]([C@H]1O)O)
<i>S</i>-allantoin	C(N)(=O)N[C@H]1(NC(=O)NC(=O)1)
oleanolate 3 beta-D-glucuronoside	CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H](C5(C)C)OC6([C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O))C))C))C)C(=O)[O-])C
m7G(5')pppAm	C5(=O)(C6([N+](/C)=C/N([C@@H]4(O[C@H](COP([O-])(=O)OP([O-])(=O)OP(=O)([O-])OC[C@@H]3(C(O)C(OC)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C(O)C(O)4))C(\N=C(N)/N5)=6))
1D-<i>myo</i>-inositol (4)-monophosphate	[C@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)1)
zymostenol	CC(CCCC(C4([C@@]1(C(C2(\CCC3([C@@](C(\CC1)=2)(CC[C@@H](C3)O)C)))CC4)C))C)C
<i>all-trans</i>-13,14-dihydroretinol	CC1(C(/C=C/C(\C)=C/C=C/C(CCO)C)=C(C)/CCC1)C
oxidized dithiothreitol	C1(SSC[C@H](O)[C@@H](O)1)
vitamin K 2,3-epoxide	CC(/CCCC(C)CCCC(C)CCCC(C)C)=C\CC13(OC(C)(C(=O)C2(/C=C\C=C/C(/C(=O)1)=2))3)
4-aminobutanal	C(CCC[NH3+])=O
b-dgal-HEX-1:4	
<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,2-&alpha;-D-mannosyl-1,3-(R1)-&beta;-D-mannosyl-R2	CC(=O)N[C@@H]3([C@@H](O)[C@H](O)[C@@H](CO)OC(O[C@H]2([C@@H](O)[C@H](O)[C@@H](CO)OC(O[C@H]1([C@H](O)[C@@H](CO)O[C@@H](O[R])[C@@H](O)1))2))3)
L-glutamate &gamma;-semialdehyde	C(C([NH3+])C(=O)[O-])CC=O
ADP-ribose	C3(\N([C@H]1([C@@H]([C@@H]([C@H](O1)COP(OP(=O)([O-])O[C@@H]2([C@@H]([C@@H]([C@H](O2)CO)O)O))([O-])=O)O)O))C4(\N=C/N=C(C(\N=3)=4)/N))
b-dman-HEX-1:5	
Fe<SUP>2+</SUP>	[Fe+2]
b-dgal-HEX-1:5	
glycine	C(=O)([O-])C[NH3+]
UDP-D-galactose	[C@H]2([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(OC1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[O-])O2)N3(\C=C/C(=O)NC(=O)3)
D-dopachrome	C2(/C(C(CC1(\C(\NC(C([O-])=O)\C=1)=2))=O)=O)
octanal	C(CCCCCCC)=O
estradiol-17&beta;	C[C@]34([C@H]([C@H]1([C@@H](C2(\C(/CC1)=C/C(/O)=C\C=2))CC3))CC[C@@H]4O)
N-desulfoheparin	
D-4-hydroxy-2-keto-glutarate	C(=O)(CC(C([O-])=O)O)C([O-])=O
&alpha;-D-galacturonate	C([C@@H]1([C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O))([O-])=O
UDP-<i>N</i>-acetyl-D-mannosamine	CC(=O)N[C@H]3([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))3)
phylloquinone	CC1(\C(=O)C2(/C=C\C=C/C(/C(C(/C/C=C(C)/CCCC(C)CCCC(C)CCCC(C)C)=1)=O)=2))
x-dxyl-PEN-1:5	
Fe<SUP>3+</SUP>	[Fe+3]
methyl parathion	COP(OC1(\C=C/C(/[N+](=O)[O-])=C\C=1))(OC)=S
2-oxoglutarate	C(CC(=O)C([O-])=O)C([O-])=O
x-dglc-HEX-1:5	
2-hydroxyphytanoyl-CoA	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@H](C)C(O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](OP(=O)([O-])[O-])1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))
4&alpha;-methyl-cholesta-8-enol	CC(CCC[C@H](C2([C@]3(CCC4(/[C@]1(CC[C@@H]([C@H](C1CCC(/C(CC2)3)=4)C)O)C))(C)))C)C
adrenaline	C[NH2+]CC(O)C1(\C=C/C(/O)=C(/C=1)/O)
4-fumaryl-acetoacetate	C([O-])(=O)/C=C/C(=O)CC(=O)CC([O-])=O
D-glycerate	C(=O)([O-])[C@H](O)CO
hydroxypyruvate	C(=O)(C([O-])=O)CO
NMNH	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
GTP	C1(\N(C2(\N=C(N)/NC(=O)C(\N=1)=2))[C@@H]3(O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)3))
K<SUP>+</SUP>	[K+]
&beta;-D-glucose-6-phosphate	[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)COP([O-])([O-])=O)O)O)O)O
S-succinyl-dihydrolipoamide	C(CCC(S[C@H](CCCCC(N)=O)CCS)=O)(=O)[O-]
5,10-methenyltetrahydrofolate	C1([C@H]4([N+](/C2(C(\N=C(N)/NC(N1)=2)=O))=C\N(C3(\C=C/C(/C(N[C@H](C([O-])=O)CCC([O-])=O)=O)=C\C=3))C4))
(6E,8Z,11Z,14Z)-(5s)-5-hydroperoxycosa-6,8,11,14-tetraenoate	CCCCC\C=C/C\C=C/C\C=C/C=C/[C@@H](CCCC([O-])=O)OO
3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carboxylate	CC(C)CCC[C@@H](C)[C@H]2(CC[C@H]1(C3([C@H](CC[C@@](C)12)[C@@]4(C)(CC[C@H](O)[C@@](C)(C(=O)[O-])[C@H](CC=3)4))))
uridine-5'-phosphate	C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
D-<i>myo</i>-inositol (1,3,4)-trisphosphate	[C@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
1D-<i>myo</i>-inositol 1,2,3,4,5,6-hexakisphosphate	[C@H]1(OP([O-])([O-])=O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)1)
trans-3-hydroxycotinine-glucuronide	C3(/N=C\C=C/C(/[C@@H]2(C[C@@H](OC1(OC(C(=O)[O-])C(O)C(O)C(O)1))C(=O)N(C)2))=3)
pyrophosphate-group	[O-]P(OP(=O)([O-])O)(=O)[O-]
anthranilate	C(C1(/C=C\C=C/C(/N)=1))(=O)[O-]
Zn<SUP>2+</SUP>	[Zn+2]
3-methoxytyramine	C(CC1(\C=C/C(/O)=C(\C=1)/OC))[NH3+]
3-pyridylacetate	C1(\N=C/C=C\C(/CC(=O)[O-])=1)
xanthine	C1(\NC2(/C(=O)NC(NC(\N=1)=2)=O))
<i>N</i>-acetyl-4-aminobutyrate	C(=O)(NCCCC(=O)[O-])C
(25<i>S</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA	C[C@@]12(CC[C@H](C[C@H]1C[C@H]([C@@H]3([C@@H]2C[C@H](O)[C@]4([C@H]3CC[C@@H]4[C@@H](CCC[C@@H](C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]5([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O5)N6(C7(\N=C/N=C(C(\N=C/6)=7)/N))))[O-])[O-])=O)C)C)C))O)O)
glyoxylate	C(C=O)(=O)[O-]
6-(&alpha;-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	C(OC(=O)[R])[C@@H](COP(=O)(O)O[C@@H]2([C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H](OC1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](N)1))2))OC(=O)[R]
L-glutamate-5-phosphate	C(C(CCC(=O)OP(=O)([O-])[O-])[NH3+])(=O)[O-]
dihydrolipoate	C(S)C[C@H](S)CCCCC(=O)[O-]
cortisone	CC12(CC(C3(C4(C(/CCC(C(CCC1(O)C(CO)=O)2)3)=C/C(CC4)=O)(C)))=O)
retinoate	CC1(\CCCC(C(/C=C/C(\C)=C/C=C/C(\C)=C/C([O-])=O)=1)(C)C)
<i>S</i>-adenosyl-L-methionine	C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+]
D-lactaldehyde	C[C@H](C=O)O
&alpha;-<i>N</i>-acetylneuraminyl-2,6-&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosamine	CC(=O)N[C@H]3([C@H](O)O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO[C@]1(C[C@H](O)[C@@H](NC(C)=O)C(O1)[C@H](O)C(O)CO)C(=O)[O-])[C@H](O)[C@H](O)[C@@H](O)2))[C@H](O)3)
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
2-deoxy-&alpha;-D-ribose 1-phosphate	C(O)[C@H]1(O[C@@H](C[C@H](O)1)OP(=O)([O-])[O-])
N-tetradecanoylglycyl-peptide	CCCCCCCCCCCCCC(=O)C(N)C(=O)NC([R])C(=O)O
arsenate	O=[As](O)([O-])[O-]
oxalosuccinate	C(C(C(=O)[O-])=O)(C(=O)[O-])CC([O-])=O
5,6-dihydroxyindole	C1(/C2(N\C=C/C(/C=C(C(/O)=1)/O)=2))
RX	
3-methylbutanal	CC(C)CC=O
prostaglandin-G2	CCCCCC(OO)/C=C/[C@@H]1([C@@H](C\C=C/CCCC(O)=O)[C@@H]2(C[C@H]1OO2))
S<sup>2-</sup>	[S-2]
enol-phenylpyruvate	C([O-])(=O)C(\O)=C\C1(\C=C/C=C\C=1)
aldosterone	CC14(CCC(=O)\C=C(CCC3(C1C(O)CC2(C(CCC23)C(CO)=O)C=O))/4)
nicotinate mononucleotide	C2(/C=C\C(\C([O-])=O)=C/[N+](/C1(C(C(C(COP([O-])([O-])=O)O1)O)O))=2)
L-thyroxine	C(=O)(O)[C@@H](N)CC2(\C=C(C(\OC1(\C=C(C(\O)=C(/C=1)\I)\I))=C(\C=2)\I)\I)
&alpha;-D-galactose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H](O)1)
arachidoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
deoxyuridine	C1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](CO)O2))
bilirubin	C1(C(/C)=C(C=C)/C(/N1)=C/C4(/NC(/CC3(\NC(/C=C2(C(/C)=C(C=C)/C(N2)=O))=C(C)/C(\CCC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\C)=4))=O
sepiapterin	C[C@H](O)C(=O)C1(\CNC2(\[C-](/N=1)C(=O)\N=C(N)/N=2))
CDP group	C1(N)(\C=C/N(C(=O)/N=1)[C@@H]2(O[C@H](COP([O-])(=O)OP([O-])(=O)O)[C@@H](O)[C@@H](O)2))
palmitaldehyde	C(=O)CCCCCCCCCCCCCCC
2-methylbutanoyl-CoA	CC(C(=O)SCCNC(=O)CCNC(C(O)C(COP([O-])(=O)OP([O-])(=O)OCC3(C(C(C(N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3)O)OP([O-])(=O)[O-]))(C)C)=O)CC
20-hydroxy-3-oxopregn-4-en-21-al	C[C@@]34([C@H]([C@H]1([C@@H]([C@@]2(C(/CC1)=C/C(=O)CC2)C)CC3))CC[C@@H]4C(C=O)O)
b-dglc-HEX-1:5|6:d	
oxygen	O=O
GLYCO-CT-N-ACETYL	
CMP group	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))OP(O)([O-])=O
3-dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)C([NH3+])CO
pyridoxine-5'-phosphate	C(C1(\C(\CO)=C(C(/C)=N/C=1)\O))OP([O-])(=O)[O-]
