name	smiles
4,4-dimethyl-5&alpha;-cholesta-8-en-3-&beta;-ol	CC(C)CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3
ethanol	CCO
CDP-ethanolamine	NCCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
3,3'-diiodothyronine	N[C@@H](Cc1ccc(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
24,25-dihydrolanosterol	CC(C)CCCC(C)C1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3
4-nitrophenol	O=[N+]([O-])c1ccc(O)cc1
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	Nc1c(C(=O)O)ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
methylglyoxal	CC(=O)C=O
4-oxo-4-(3-pyridyl)-N-methylbutanamide	CNC(=O)CCC(=O)c1cccnc1
ethanolamine	NCCO
dCDP	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
4,4-dimethylzymosterol	CC(C)=CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3
nicotinate mononucleotide	O=C(O)c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1
(24<i>E</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholest-24-enoyl-CoA	C/C(=C\CCC(C)C1CC[C@H]2C3C(O)C[C@@H]4CC(O)CC[C@@]4(C)C3C[C@H](O)[C@]12C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
17-&alpha;,20-&alpha;-dihydroxypregn-4-en-3-one	C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
phosphoribosyl-formamido-carboxamide	NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1NC=O
(S)-3-amino-2-methylpropanoate	C[C@@H](CN)C(=O)O
(25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5-&beta;-cholestanate	C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)O
inosine-5'-phosphate	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
dopamine	NCCc1ccc(O)c(O)c1
erythrohydrobupropion	C[C@H](NC(C)(C)C)[C@H](O)c1cccc(Cl)c1
5,6-dihydroxyindole-2-carboxylate	O=C(O)c1cc2cc(O)c(O)cc2[nH]1
FMN	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
D-4'-phosphopantothenate	CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O
3,4-dihydroxy-5-<i>all-trans</i>-hexaprenylbenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)cc(O)c1O
glutaryl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O
phosphate	O=P(O)(O)O
cotinine methonium ion	CN1C(=O)CC[C@H]1c1ccc[n+](C)c1
3,4-dihydroxyphenylacetaldehyde	O=CCc1ccc(O)c(O)c1
S-lactoyl-glutathione	CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
4&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C=O)C1CC3
2-phospho-D-glycerate	O=C(O)[C@@H](CO)OP(=O)(O)O
ADP ribose 1''-phosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2OC(OP(=O)(O)O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
dUDP	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
nicotine-&Delta;<sup>1'5'</sup>-iminium ion	C[N+]1=CCC[C@H]1c1cccnc1
malonate semialdehyde	O=CCC(=O)O
D-mannitol	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
7&alpha;-hydroxycholest-4-en-3-one	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
2-amino-3-oxobutanoate	CC(=O)[C@H](N)C(=O)O
2-aminoadipate-6-semialdehyde	N[C@@H](CCCC=O)C(=O)O
3-<i>S</i>-methylthiopropionate	CSCCC(=O)O
18-hydroxycorticosterone	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12
(R)-3-hydroxybutanoate	C[C@@H](O)CC(=O)O
3-methylglutaconyl-CoA	C/C(=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)CC(=O)O
4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C=O)C1CC3
glycochenodeoxycholate	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
dUMP	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1
isovaleryl-CoA	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O
ammonia	N
2-keto-3-methyl-valerate	CC[C@H](C)C(=O)C(=O)O
5-phospho-ribosyl-glycineamide	NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O
agmatine	N=C(N)NCCCCN
lanosterol	CC(C)=CCCC(C)C1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3
indole-5,6-quinone-2-carboxylate	O=C1C=c2cc(C(=O)O)[nH]c2=CC1=O
acetone	CC(C)=O
(<i>S</i>)-lactate	C[C@H](O)C(=O)O
6-methoxy-3-methyl-2-<i>all-trans</i>-octaprenyl-1,4-benzoquinol	COc1cc(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
&alpha;-D-glucose 6-phosphate	O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
6-phospho-D-gluconate	O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
D-<i>myo</i>-inositol (1,3,4)-trisphosphate	O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
<i>S</i>-adenosyl-L-methioninamine	C[S+](CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
arachidoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
L-alanine	C[C@H](N)C(=O)O
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one	CSCCC(=O)/C(O)=C/O
4-oxo-4-(3-pyridyl)-butanamide	NC(=O)CCC(=O)c1cccnc1
acetoacetate	CC(=O)CC(=O)O
imidazole acetaldehyde	O=CCc1c[nH]cn1
5'-deoxyadenosine	C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
D-<i>myo</i>-inositol (1,4)-bisphosphate	O=P(O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H]1O
octanoate	CCCCCCCC(=O)O
7,8-dihydrofolate monoglutamate	Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2
quinolinate	O=C(O)c1cccnc1C(=O)O
dimethylallyl diphosphate	CC(C)=CCOP(=O)(O)OP(=O)(O)O
adenosine 3',5'-bisphosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
L-cysteine	N[C@@H](CS)C(=O)O
hexulose 6-phosphate	O=C(C(O)CO)C(O)C(O)COP(=O)(O)O
sphingosine	CCCCCCCCCCCCC/C=C/C(O)C(N)CO
4-hydroxybutyrate	O=C(O)CCCO
&beta;-D-ribopyranose	O[C@@H]1[C@H](O)[C@H](O)CO[C@H]1O
UTP	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
3-hexaprenyl-4-hydroxybenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)ccc1O
<i>S</i>-adenosyl-L-homocysteine	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O
4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)C1CC3
L-saccharopine	N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O
dTMP	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
3-methoxytyramine	COc1cc(CCN)ccc1O
GDP-4-dehydro-6-deoxy-D-mannose	C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O
&beta;-D-galactose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
prostaglandin E<sub>2</sub>	CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C/CCCC(=O)O
progesterone	CC(=O)[C@H]1CCC2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@@]21C
xanthosine	O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1
4-hydroxy-4-(3-pyridyl)-butanoate	O=C(O)CCC(O)c1cccnc1
D-lactaldehyde	C[C@@H](O)C=O
(25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA	C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]12C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
L-arginine	N=C(N)NCCC[C@H](N)C(=O)O
anandamide	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
prostaglandin F<sub>2&alpha;</sub>	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
biotin	O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
guanine	Nc1nc2[nH]cnc2c(=O)[nH]1
L-glutamate &gamma;-semialdehyde	NC(CCC=O)C(=O)O
dopaquinone	N[C@@H](CC1=CC(=O)C(=O)C=C1)C(=O)O
H<SUB>2</SUB>O	O
4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCCC(C)C1CC[C@@]2(C=O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3
phosphoadenosine-5'-phosphosulfate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O
D-<i>myo</i>-inositol (1,4,5)-trisphosphate	O=P(O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O
3-pyridylacetate	O=C(O)Cc1cccnc1
uridine-5'-phosphate	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
zymostenol	CC(C)CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1CC3
&alpha;-L-iduronate	O=C(O)[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
5-hydroxyisourate	O=C1N=C2N=C(O)NC2(O)C(=O)N1
dimethylglycine	CN(C)CC(=O)O
adrenaline	CNCC(O)c1ccc(O)c(O)c1
4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C(=O)O)C1CC3
(S)-3-hydroxybutanoyl-CoA	C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
D-ribulose-5-phosphate	O=C(CO)[C@H](O)[C@H](O)COP(=O)(O)O
3-sulfinoalanine	N[C@@H](CS(=O)O)C(=O)O
<i>N</i>'-hydroxymethyl-norcotinine	O=C1CC[C@@H](c2cccnc2)N1CO
palmitaldehyde	CCCCCCCCCCCCCCCC=O
riboflavin	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
<i>N</i>-carbamoyl-L-aspartate	NC(=O)NC(CC(=O)O)C(=O)O
spermidine	NCCCCNCCCN
4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CC3
diethylphosphate	CCOP(=O)(O)OCC
carbon monoxide	[C-]#[O+]
<i>S</i>-(-)-ureidoglycolate	NC(=O)N[C@@H](O)C(=O)O
7&alpha;,12&alpha;-dihydroxycholest-4-en-3-one	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
all-<i>trans</i>-octaprenyl diphosphate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
2-trans-Hexadecenal	CCCCCCCCCCCCC/C=C/C=O
7&alpha;-hydroxycholesterol	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@@]4(C)[C@H]3CC[C@]12C
L-dopachrome	O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O
