name	smiles
7,8-dihydrofolate monoglutamate	Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
gibberellin A<sub>8</sub>-catabolite	C=C1C[C@]23C[C@@]1(O)CC[C@@H]2C1=CC(=O)[C@H](O)[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O
adenosine 3',5'-bisphosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
3-methoxy-4-hydroxy-5-<i>all-trans</i>-nonaprenylbenzoate	COc1cc(C(=O)O)cc(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
16-hydroxypalmitate	O=C(O)CCCCCCCCCCCCCCCO
&delta;-carotene	CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H]1C(C)=CCCC1(C)C
molybdopterin adenine dinucleotide	Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O[C@H]1N2
(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate	CC/C=C\C[C@@H]1O/C1=C\C=C/CCCCCCCC(=O)O
4-(2'-carboxyphenyl)-4-oxobutyryl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)c1ccccc1C(=O)O
(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate	O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12
5-methylphenazine-1-carboxylate	C[n+]1c2ccccc2nc2c(C(=O)O)cccc21
cycloartenol	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
<i>trans</i>-2-coumarate	O=C(O)/C=C/c1ccccc1O
&delta;-tocotrienol	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC[C@]1(C)CCc2cc(O)cc(C)c2O1
S-adenosyl-4-methylsulfanyl-2-oxobutanoate	C[S+](CCC(=O)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
L-arginine	N=C(N)NCCC[C@H](N)C(=O)O
(<i>Z</i>)-1-(glutathion-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)hexan-1-imine	CSCCCCC/C(=N/O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
campesterol	CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
D-<i>myo</i>-inositol (1,4,5)-trisphosphate	O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O
D-<i>myo</i>-inositol (1,2,5,6) tetrakisphosphate	O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)[C@H](O)[C@H]1OP(=O)(O)O
1-<i>aci</i>-nitro-2-phenylethane	[O-][N+](O)=CCc1ccccc1
24-methylidenelophenol	C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
1-propanal	CCC=O
sitosterol	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
stigmasterol	CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
N<sup>&omega;</sup>-hydroxy-L-arginine	N=C(NO)NCCC[C@H](N)C(=O)O
dihydroxyphaseic acid	CC(=C/C(=O)O)/C=C/[C@]1(O)[C@]2(C)CO[C@]1(C)C[C@@H](O)C2
&Delta;<sup>24-25</sup>-sitosterol	CCC(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)=C(C)C
rubusoside	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
gibberellin A<sub>8</sub>	C=C1C[C@]23C[C@@]1(O)CC[C@@H]2[C@@]12C[C@H](O)[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
&beta;-D-galactopyranose	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
kaempferol 3-<i>O</i>-&beta;-D-glucoside	O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
2-O-(&beta;-<i>D</i>-glucosyl)-2-hydroxycinnamate	O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
3-(methylsulfanyl)propyl-desulfoglucosinolate	CSCCC/C(=N/O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
(<i>Z</i>)-<i>N</i>-hydroxy-2-(4-hydroxyphenyl)acetimidothioate	O/N=C(\S)Cc1ccc(O)cc1
4-hydroxyindole-3-carbonyl nitrile	N#CC(=O)c1c[nH]c2cccc(O)c12
1-18:1-2-16:2-monogalactosyldiacylglycerol	CCCCC/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
L-dopachrome	O=C1C=C2C[C@@H](C(=O)O)NC2=CC1=O
1-oleoyl-2-palmitoyl-phosphatidylglycerol	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC
sphinganine	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO
(<i>Z</i>)-1-(glutathion-<i>S</i>-yl)-<i>N</i>-hydroxy-2-(4-hydroxyphenyl)ethan-1-imine	N[C@@H](CCC(=O)N[C@@H](CS/C(Cc1ccc(O)cc1)=N/O)C(=O)NCC(=O)O)C(=O)O
(3E)-phytochromobilin	C=CC1=C(C)C(=CC2=N/C(=C/c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C/C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O
UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine	CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O
leucodopachrome	O=C(O)[C@@H]1Cc2cc(O)c(O)cc2N1
bisdemalonylsalvianin	O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
2'-deoxyadenosine	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
quercetin 3,5-<i>O</i>-diglucoside	O=c1c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(OC3O[C@H](CO)C(O)[C@H](O)C3O)c12
<i>trans</i>-4-hexen-3-one	C/C=C/C(=O)CC
pseudouridine 5'-phosphate	O=c1[nH]cc([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
(+)-7-<i>epi</i>-jasmonoyl-CoA	CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
pyridoxal 5'-phosphate	Cc1ncc(COP(=O)(O)O)c(C=O)c1O
<i>aldehydo</i>-D-arabinose 5-phosphate	O=C[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
esculin	O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
&beta;-L-fucose 1-phosphate	C[C@@H]1O[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O
thiosulfate	O=S(=O)(O)S
precorrin-2	C[C@@]1(CC(=O)O)/C2=C/c3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)/C=C3\N/C(=C\C(=N2)[C@H]1CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O
(2<i>S</i>)-naringenin	O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
4-hydroxybenzoate	O=C(O)c1ccc(O)cc1
(indol-3-yl)acetyl-L-aspartate	O=C(O)C[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)O
<i>S</i>-methyl-5'-thioadenosine	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
dihydrozeatin-<i>O</i>-glucoside	C[C@@H](CCNc1ncnc2[nH]cnc12)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
preuroporphyrinogen	O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O
<i>trans</i>-zeatin	C/C(=C\CNc1ncnc2[nH]cnc12)CO
1-18:1-2-16:0-digalactosyldiacylglycerol	C(O)C1(OC(C(O)C(O)C1O)OC2(C(CO)OC(C(O)C2O)OC(COC([R1])=O)COC([R2])=O))
(<i>Z</i>)-1-(L-cystein-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)octan-1-imine	CSCCCCCCC/C(=N/O)SC[C@H](N)C(=O)O
quercetin 3-<i>O</i>-gentiobioside-7-<i>O</i>-rhamnoside	C[C@@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@H](O)[C@H]1O
lutein	CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
betaine aldehyde	C[N+](C)(C)CC=O
tetrahydrogeranylgeranyl chlorophyll <i>a</i>	C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)C(C(=O)OC)C5=O)=C4
5-dehydroavenasterol	C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
(<i>E</i>)-(indol-3-yl)acetaldehyde oxime	O/N=C/Cc1c[nH]c2ccccc12
