Compound	SMILES
(<i>Z</i>)-1-(L-cystein-<i>S</i>-yl)-<i>N</i>-hydroxy-2-phenylethan-1-imine	C(=O)([O-])[C@@H]([NH3+])CSC(/CC1(\C=C/C=C\C=1))=N/O
caffeine	CN1(C2(C(=O)N(C(=O)N(C(\N=C/1)=2)C)C))
phytosphingosine (C18) 1-phosphate	CCCCCCCCCCCCCC[C@@H](O)[C@H]([C@H](COP([O-])(=O)[O-])[NH3+])O
(S)-2-aminobutanoate	CC[C@H]([NH3+])C(=O)[O-]
campest-4-en-3&beta;-ol	CC(C)[C@H](C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CC[C@H](O)\C=1)(C)[C@H]2CC[C@](C)34))))
3-[(3'-methylsulfanyl)propyl]malate	C(C(CCCSC)C(O)C(=O)[O-])(=O)[O-]
D-sedoheptulose 1,7-bisphosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
&beta;-L-galactose 1-phosphate	C(O)[C@H]1([C@@H](O)[C@@H](O)[C@H](O)[C@@H](OP([O-])([O-])=O)O1)
2-deoxyglucose 6-phosphate	C(C[C@H]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)O)=O
&beta;-D-xylopyranose	C1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
gibberellin A<sub>15</sub> (closed lactone form)	C=C1([C@H]3(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)OC[C@](CCC2)([C@@H](CC3)4)5)(C)))C([O-])=O)))
(<i>R</i>)-mevalonate	C[C@@](O)(CCO)CC(=O)[O-]
3-<i>O</i>-D-mannopyranose	CO[C@@H]1([C@H](O)C(O)O[C@H](CO)[C@@H](O)1)
1<i>H</i>-imidazole	C1(\N=C/N\C=1)
brassinolide-23-O-glucoside	CC([C@@H]([C@H]([C@@H]([C@@H](C)C2([C@]3(CCC4([C@]1(C[C@H]([C@H](C[C@@H]1C(=O)OCC([C@H](CC2)3)4)O)O)C))(C)))O)O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)5))C)C
hydrogen sulfide	S
1-fluoro-2,4-dinitrobenzene	C1(\C(\[N+](=O)[O-])=C/C(/[N+](=O)[O-])=C(\C=1)/F)
&alpha;-D-xylulofuranose	C(O)[C@@]1(O)([C@H]([C@@H](CO1)O)O)
alliin	C=CCS(=O)C[C@H]([NH3+])C([O-])=O
demethylphylloquinone	CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(\C(=O)C2(\C(\C(\C=1)=O)=C/C=C\C=2)))C)C
pheophorbide <i>b</i>	C=CC4(\C(/C)=C3(\C=C6([C@@H](C)[C@H](CCC(=O)[O-])C(/C5(\[C@@H](C(OC)=O)C(=O)C1(\C(\NC(/C(\C)=1)=C/C2(/C(\CC)=C(C(\N=2)=C\C(\N3)=4)/C=O))=5)))=N\6)))
L-proline	C1([NH2+][C@@H](CC1)C(=O)[O-])
2-sulfanylethan-1-ol	C(O)CS
3-oxobehenoyl-CoA	CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
(R)-rosmarinate	C(O[C@@H](C(=O)[O-])CC1(\C=C/C(/O)=C(\C=1)/O))(=O)/C=C/C2(/C=C(C(/O)=C\C=2)/O)
tricosane	CCCCCCCCCCCCCCCCCCCCCCC
vinylacetyl-CoA	C=CCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
<i>trans</i>-zeatin-<i>O</i>-glucoside-7-<i>N</i>-glucoside	CC(/CO[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C\CNC2(\C3(\N=C/N(C(\N=C/N=2)=3)[C@@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)))
8',10-diapocarotene-8',10-dial	CC(/C=C/C=C(C)/C=O)=C\C=C\C=C(C)\C=C\C=O
sinapaldehyde glucoside	COC2(\C(\O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C=C(/C=2)/C=C/C=O)\OC)
potassium chloride	
3-(phosphonoacetylamido)-L-alanine	C(P(O)([O-])=O)C(=O)NC[C@H]([NH3+])C(=O)[O-]
tropinone	C[NH+]1([C@@H]2(CC[C@@H]1CC(=O)C2))
<i>trans</i>-cinnamoyl-CoA	CC(C)(COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))=O)([O-])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C4(\C=C/C=C\C=4)
L-4-hydroxyglutamate semialdehyde	C(=O)[C@@H](C[C@@H](C([O-])=O)[NH3+])O
nonacosane	CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
magnesium-protoporphyrin IX 13-monomethyl ester	C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/CCC(=O)OC)=C(C)/C1(/N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))
3-methyl-4-<i>cis</i>-hydroxy-2-butenal	CC(\CO)=C\C=O
felinine	CC(CCO)(C)SC[C@H]([NH3+])C([O-])=O
lupeol	C=C(C)[C@@H]5(CC[C@]4(C)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))
pteridine-ring	C1(\C=N/C2(\C=N/C=N\C(\N=1)=2))
GMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
CDP-1-18:1(9Z)-2-16:0-glycerol	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])=O
1-deoxy-D-xylulose 5-phosphate	CC(=O)[C@@H](O)[C@H](O)COP([O-])(=O)[O-]
sinapoyl-(S)-malate	COC1(\C(\OC(=O)[C@@H](O)CC(=O)[O-])=C(C=C(/C=C/C(=O)[O-])/C=1)\OC)
(<i>R</i>)-5-phosphomevalonate	C[C@@](O)(CCOP(=O)([O-])[O-])CC(=O)[O-]
6-methoxy-3-methyl-2-<i>all-trans</i>-nonaprenyl-1,4-benzoquinol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(/C=C(C(/O)=1)/OC)/O)
(-)-menthone	CC([C@@H]1(CC[C@H](CC1=O)C))C
ferroheme <i>a</i>	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe-2]35([N+]2(\C(/C(/C=O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
3-deaza-GMP	C(OP(=O)([O-])O)[C@H]3(O[C@@H](N1(C2(/C=C(N)\NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
glutaryl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCC(=O)[O-])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
a-lgal-HEX-1:5|6:d	
(<i>S</i>)-3-hydroxyhexanoyl-CoA	CCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
chloroacetol-phosphate	C(C(COP([O-])(=O)[O-])=O)Cl
13(S)-HPOTE	CC\C=C/C[C@@H](/C=C/C=C\CCCCCCCC([O-])=O)OO
indol-3-ylmethylisothiocyanate-[&gamma;-Glu-Cys}	C(NC(SC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)=S)C1(\C2(/C=C\C=C/C(/N/C=1)=2))
2-[(2'-methylsulfanyl)pentyl]maleate	CSCCCCCC(\C(=O)[O-])=C\C([O-])=O
&alpha;-humulene	CC1(/C/C=C/C(C/C=C(C)/CC/C=1)(C)C)
1-palmitoyl-2-&alpha;-linolenoyl-phosphatidylcholine	CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
isobutanoate	CC(C)C([O-])=O
phenyl-<i>N</i>-(sulfonatooxy)methanimidothioate	C1(\C=C/C(\CC(\[S-])=N\OS([O-])(=O)=O)=C\C=1)
cyclolaudenol	C=C(C)[C@@H](C)CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
verbascose	C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OC[C@@H]2([C@H](O)[C@H](O)[C@@H](O)[C@H](O2)OC[C@@H]5([C@H](O)[C@H](O)[C@@H](O)[C@@H](OC[C@@H]4([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@]3(CO)([C@@H](O)[C@H](O)[C@@H](CO)O3))O4))O5)))
(2S)-flavan-4-ol	C3(\C=C/C(/[C@@H]1(CC(C2(\C(\O1)=C/C=C\C=2))O))=C\C=3)
4-(2'-carboxyphenyl)-4-oxobutyryl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCC(C1(/C=C\C=C/C(/C([O-])=O)=1))=O)=O)COP(=O)(OP(=O)(OC[C@H]2(O[C@H]([C@@H]([C@@H]2OP([O-])(=O)[O-])O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
ADP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
2'-deoxyadenosine	C(O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)
x-lido-HEX-1:5|6:a	
guazatine	C(CCCCCCCNC(N)=[NH2+])[NH2+]CCCCCCCCNC(N)=[NH2+]
4a-hydroxy-L-erythro-5,6,7,8-tetrahydrobiopterin	C[C@H](O)[C@H](O)[C@H]1(CNC2(\[C@@](O)(N1)C(=O)\N=C(N)/N=2))
C36-phenolphthiodiolenone A	CCC(=O)C(\C)=C/CCC[C@@H](O)C[C@H](O)CCCCCCCCCCCCCCCCCCC1(\C=C/C(/O)=C\C=1)
b-xglc-HEX-1:5|6:a	
dopaquinone	C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C(=O)C(\C=1)=O)
ursolic aldehyde	C[C@H]5([C@H](C)[C@@H]2([C@@](C=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\C=C2/3)4))))CC5))
all-<i>trans</i>-octaprenyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
2,3-dimethyl-6-phytyl-1,4-benzoquinol	CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(/C=C(C(/C)=C(C)/C(/O)=1)/O))C)C
protoporphyrinogen IX	C=CC2(\C(/C)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\C=C)=3))=C(C)/C(\CCC([O-])=O)=4))=C(CCC(=O)[O-])/C(\C)=5)))
4&alpha;-methyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@@]3(CO)(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
4-methylsalicylate	CC1(\C=C/C(/C([O-])=O)=C(\C=1)/O)
(indol-3-yl)acetonitrile	C(#N)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
x-dara-PEN-1:4	
&beta;-L-fucopyranose	C[C@@H]1(O[C@@H]([C@H]([C@@H]([C@@H]1O)O)O)O)
1-monopalmitoylethylene glycol	CCCCCCCCCCCCCCCC(=O)OCCO
<i>N</i>-vanillate-L-glutamate	COC1(/C=C(\C=C/C(/O)=1)/C(=O)N[C@@H](CCC([O-])=O)C(=O)[O-])
<i>N</i>-hydroxytrihomomethionine	CSCCCCC[C@@H](C([O-])=O)NO
1-heptanal	CCCCCCC=O
3-methylglutaconyl-CoA	CC(/CC(=O)[O-])=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
nicotine blue	C1([O-])(=NC(=O)C(/O)=C\C/1=C2(/C=C(C(=O)/N=C2/[O-])/O))
ubiquinol-<i>9</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C(\OC)=C(C(/C)=1)\O)\OC)
hydrogensulfite	OS(=O)[O-]
XMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/NC(=O)NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
dTDP-6-deoxy-&alpha;-D-glucose	CC1(\C(=O)NC(N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[C@H]2(O[C@H](C)[C@@H](O)[C@H](O)[C@@H](O)2))(=O)[O-])O3))=O)
7-deoxyloganin	C[C@H]1(CC[C@H]3([C@@H]1[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))O/C=C3/C(OC)=O))
(4<i>S</i>)-4-hydroxy-L-isoleucine	C[C@@H]([C@@H](O)C)[C@H]([NH3+])C([O-])=O
3-&beta;-D-galactosyl-sn-glycerol	C(O[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)CO
L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate	C[C@H]([NH3+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([NH3+])C(=O)[O-])C(=O)[O-]
dimethyl sulfone	CS(=O)(=O)C
1-18:1-2-16:2-monogalactosyldiacylglycerol	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O
3&beta;-hydroxy-&beta;-cyclocitral	CC1(/C[C@@H](O)CC(C)(C)C(/C=O)=1)
1-18:3-2-16:3-monogalactosyldiacylglycerol	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O
syringin	COC2(\C(\O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O))=C(C=C(/C=2)/C=C/CO)\OC)
<i>N,N</i>-dimethylaniline-<i>N</i>-oxide	CN(C)(=O)C1(\C=C/C=C\C=1)
D,L- &gamma;-hydroxyphosphinothricin	CP([O-])(=O)C(O)CC([NH3+])C(=O)[O-]
24-alkyl sterol 2	C=C(C)C/C=C/C[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(C[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
5-amino-6-(5-phospho-D-ribosylamino)uracil	C(OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)NC2(NC(=O)NC(=O)C(N)=2))
pyocyanin	C[N+]2(\C3(/C=C\C=C(C(\N=C1(\C=C/C=C\C/1=2))=3)\O))
(2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucopelargonidin	C3(\C(\[C@H]1(OC2(\C(/[C@@H]([C@@H]1O)O)=C(/C=C(/C=2)/O)\O)))=C/C=C(\C=3)/O)
D-arabinofuranose 5-phosphate	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)C(O)O1)
3-[(7'-methylsulfanyl)heptyl]malate	CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
3-(carbamoylamino)-2-methylpropanoate	C[C@H](CNC(N)=O)C(=O)[O-]
3-[(3a<i>S</i>,4<i>S</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoate	C[C@]12(CCC(=O)[C@@H](CCC([O-])=O)[C@H](CCC(=O)1)2)
phytyl diphosphate	CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C
2-[(4'-methylsulfanyl)butyl]malate	CSCCCCC(O)(CC([O-])=O)C(=O)[O-]
3-sulfino-L-alanine	C([C@H]([NH3+])C(=O)[O-])S([O-])=O
10-hydroxydihydrosanguinarine	C2(C6(/C(C3(/C=C\C4(/C=C1(C(/OCO1)=C\C(C(\N(C)2)=3)=4))))=C(O)/C=C5(C(\OCO5)=6)))
2,2'-dipyridyl	C2(\C=C(C1(\C=C/C=C\N=1))/N=C\C=2)
D-<i>threo</i>-isocitrate	C(=O)([C@@H](CC([O-])=O)[C@@H](O)C([O-])=O)[O-]
&alpha;-carotene	CC(/C=C/C=C(C)/C=C/[C@@H]1(C(C)(C)CC\C=C(C)/1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)CCCC(/C)=2)
