Compound	SMILES
(2E,7Z)-hexadecenoyl-CoA	CCCCCCCC\C=C/CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4-methyl-5-(2-phosphooxyethyl)thiazole	CC1(\N=C/SC(/CCOP([O-])(=O)[O-])=1)
Fe<sup>2+</sup>	[Fe+2]
2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate	CC1(\N=C(C(=O)[O-])/SC(/CCOP([O-])(=O)[O-])=1)
(2E,9Z)-octadecenoyl-CoA	CCCCCCCC\C=C/CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
bisoleoyl phosphatidate	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)[O-])=O
3-oxo-(7Z)-hexadecenoyl-CoA	CCCCCCCC\C=C/CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
L-methionine-(<i>S</i>)-<i>S</i>-oxide	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
raffinose	C(O)[C@H]3(O[C@](O[C@H]2(O[C@H](CO[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O))[C@@H](O)[C@H](O)[C@@H](O)2))(CO)[C@H]([C@@H]3O)O)
L-methionine-(<i>R</i>)-<i>S</i>-oxide	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
3-oxo-(9Z)-octadecenoyl-CoA	CCCCCCCC\C=C/CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5-hydroxymethylfurfural	C(=O)C1(\OC(/CO)=C/C=1)
3-oxo-(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
(2<i>R</i>)-phospho-3-sulfolactate	C([O-])(=O)[C@H](CS(=O)(=O)[O-])OP(=O)([O-])[O-]
(R)-methylmalonyl-CoA	C[C@@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C([O-])=O
isethionate	C(CO)S(=O)(=O)[O-]
methanesulfonate	CS(=O)(=O)[O-]
(S)-methylmalonyl-CoA	C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C([O-])=O
ethanesulfonate	CCS(=O)(=O)[O-]
1-hexanesulfonate	CCCCCCS(=O)(=O)[O-]
&alpha;-D-lyxopyranose	C1(O[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)1)
1-butanesulfonate	CCCCS(=O)(=O)[O-]
[polyketide synthase acyl-carrier protein]-group	CC(C)(COP(=O)([O-])OC[C@H](N[a holo acp domain within a [polyketide synthase]])C(=O)[a holo acp domain within a [polyketide synthase]])[C@@H](O)C(=O)NCCC(=O)NCCS
<i>S</i>-ethyl-L-cysteine	CCSC[C@H]([NH3+])C(=O)[O-]
[acyl-carrier protein]-group	CC(C)(COP(=O)([O-])OC[C@H](N[a soluble apo-[acyl-carrier protein]])C(=O)[a soluble apo-[acyl-carrier protein]])[C@@H](O)C(=O)NCCC(=O)NCCS
geranylgeranyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
[peptidyl-carrier protein] group	CC(C)(COP(=O)([O-])OC[C@H](N[a peptidyl-carrier protein])C(=O)[a peptidyl-carrier protein])[C@@H](O)C(=O)NCCC(=O)NCCS
all-<i>trans</i>-heptaprenyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
[aryl-carrier protein] group	CC(C)(COP(=O)([O-])OC[C@H](N[an aryl-carrier protein])C(=O)[an aryl-carrier protein])[C@@H](O)C(=O)NCCC(=O)NCCS
3-(<i>O</i>-geranylgeranyl)-<i>sn</i>-glycerol 1-phosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COC[C@@H](COP([O-])([O-])=O)O
an acp domain within a type I fatty acid synthase	CC(C)(COP(=O)([O-])OC[C@H](N[a type I fatty acid synthase])C(=O)[a type I fatty acid synthase])[C@@H](O)C(=O)NCCC(=O)NCCS
&alpha;-maltose 6'-phosphate	C(OP([O-])(=O)[O-])[C@H]2(O[C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O)O[C@H](CO)1))[C@H](O)[C@@H](O)[C@H](O)2)
[non-ribosomal peptide synthase] group	CC(C)(COP(=O)([O-])OC[C@H](N[a non-ribosomal peptide synthase])C(=O)[a non-ribosomal peptide synthase])[C@@H](O)C(=O)NCCC(=O)NCCS
sucrose 6<sup>G</sup>-phosphate	C(O)[C@H]2(O[C@](O[C@H]1(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@@H](O)1))(CO)[C@H]([C@@H]2O)O)
dodecyl sulfate	CCCCCCCCCCCCOS([O-])(=O)=O
tetrahydropteroyl tri-L-glutamate	C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC([O-])=O)=O)=O)=O)=C\C=3)
quercetin	C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/O)=1)=2)/O)/[O-])))=3)/O)
(<i>R</i>)-<i>N</i>-acetyl-<i>S</i>-benzyl-L-cysteine sulfoxide	CC(=O)N[C@@H](C[S+]([O-])CC1(\C=C/C=C\C=1))C([O-])=O
Hg<SUP>2+</SUP>	[Hg+2]
(<i>R</i>)-<i>N</i>-acetyl-<i>S</i>-methyl-L-cysteine sulfoxide	CC(=O)N[C@@H](C[S+]([O-])C)C([O-])=O
Zn<SUP>2+</SUP>	[Zn+2]
Cd<SUP>2+</SUP>	[Cd+2]
Sn<SUP>2+</SUP>	[Sn+2]
2-methylacetoacetyl-CoA	CC(C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C(=O)C
geranyl diphosphate	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O
propanoyl-CoA	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
&beta;-L-arabinopyranose	C1([C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)
prenyl diphosphate	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
(S)-3-amino-2-methylpropanoate	C[C@@H](C[NH3+])C([O-])=O
butanoyl-CoA	CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\C(\N=C/2)=C(N)/N=C\N=3))))=O)([O-])=O
<i>aldehydo</i>-L-arabinose	C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
(R)-acetoin	C[C@@H](O)C(=O)C
crotonyl-CoA	C/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\C(\N=C/2)=C(N)/N=C\N=3))))=O)([O-])=O)=O
3-(methylsulfanyl)propanoate	CSCCC([O-])=O
sulfoacetate	C([O-])(=O)CS(=O)(=O)[O-]
<i>N</i><sup>1</sup>-acetylspermine	CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]
acetoacetyl-CoA	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
<i>N</i><SUP>1</SUP>-acetylspermidine	CC(=O)NCCC[NH2+]CCCC[NH3+]
D-tyrosine	C([C@@H](CC1(\C=C/C(/O)=C\C=1))[NH3+])(=O)[O-]
(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA	C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H](C)O
bis(<i>p</i>-nitrophenyl) phosphate	C1(\C(\[N+](=O)[O-])=C/C=C(\C=1)/OP(OC2(\C=C/C(/[N+](=O)[O-])=C\C=2))(=O)[O-])
4-nitrophenyl phosphate	C1(/C=C(\C=C/C(/[N+](=O)[O-])=1)/OP([O-])(=O)[O-])
(<i>R</i>)-S-adenosyl-L-methionine	C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+]
hexanoyl-CoA	CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
p-nitrophenyl acetate	CC(=O)OC1(\C=C/C(/[N+]([O-])=O)=C\C=1)
1-chloro-2,4-dinitrobenzene	C1(/C=C(C(/[N+]([O-])=O)=C\C(\[N+]([O-])=O)=1)/Cl)
<i>S</i>-adenosyl-L-methionine	C[S+](C[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))CC[C@@H](C(=O)[O-])[NH3+]
lauroyl-CoA	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
a [prolipoprotein]-<i>S</i>-1,2-diacyl-<i>sn</i>-glyceryl-L-cysteine	C(=O)([a prolipoprotein])[C@@H](N[a lipoprotein signal peptide])CSC[C@H](OC([R2])=O)COC([R1])=O
<i>O</i>-acetyl-L-homoserine	CC(OCC[C@@H](C([O-])=O)[NH3+])=O
decanoyl-CoA	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
octanoyl-CoA	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
b-PEN-1:5	
x-PEN-1:4	
EDTA	C(C[NH+](CC([O-])=O)CC([O-])=O)[NH+](CC([O-])=O)CC([O-])=O
&beta;-D-mannopyranose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](O)O1)
a 2-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	CC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
&alpha;-D-mannopyranose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@@H](O)O1)
a 2-acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	CCCCCC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
methylglyoxal	CC(C=O)=O
carbonylcyanide <i>m</i>-chlorophenylhydrazone	C(C(C#N)=NNC1(\C=C(\C=C/C=1)\Cl))#N
D-xylulose 5-phosphate	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO
1-deoxy-D-xylulose 5-phosphate	CC(=O)[C@@H](O)[C@H](O)COP([O-])(=O)[O-]
(<i>S</i>)-lactaldehyde	C[C@@H](C=O)O
diacetyl	CC(C(C)=O)=O
neokestose	C(O)[C@H]3(O[C@@](CO)(OC[C@H]2(O[C@H](O[C@]1(CO)(O[C@H](CO)[C@@H](O)[C@H](O)1))[C@H](O)[C@@H](O)[C@H](O)2))[C@H]([C@@H]3O)O)
<i>N</i>-carbamoyl-L-aspartate	C(=O)([O-])C[C@H](NC(N)=O)C([O-])=O
<i>O</i>-acetyl-L-serine	CC(OC[C@H]([NH3+])C(=O)[O-])=O
&alpha;-D-glucose 6-phosphate	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O
3-<i>O</i>-D-mannopyranose	CO[C@@H]1([C@H](O)C(O)O[C@H](CO)[C@@H](O)1)
&beta;-D-glucose 6-phosphate	C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O
<i>O</i>-phospho-L-serine	C(OP([O-])([O-])=O)[C@H]([NH3+])C(=O)[O-]
2-iminobutanoate	CCC(C(=O)[O-])=N
2-iminosuccinate	C(=O)([O-])CC(C(=O)[O-])=N
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	CCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	CCCCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
mono-<i>trans</i>, poly-<i>cis</i>-decaprenyl group	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CCC=C(C)C
preQ<sub>0</sub>	C12(=C(C(NC(/N)=N/1)=O)C(/C#N)=C\N2)
&alpha;-D-glucopyranose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H](O)1)
&beta;-D-xylopyranose	C1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
acetamide	CC(=O)N
choline sulfate	C[N+](CCOS(=O)(=O)[O-])(C)C
<i>di-trans,octa-cis</i>-undecaprenyl group	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
&alpha;-D-xylopyranose	C1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
urea	C(=O)(N)N
betaine aldehyde hydrate	C[N+](C)(CC(O)O)C
all-<i>trans</i>-undecaprenyl group	C/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
L-proline betaine	C1(CC[C@H]([N+](C)(C)1)C([O-])=O)
dolichol-group	CC[C@@H](C)CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
betaine aldehyde	C[N+](C)(CC=O)C
palmitoyl-CoA	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
choline	C(CO)[N+](C)(C)C
linoleoyl-CoA	CCCCC\C=C/C\C=C/CCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
stearoyl-CoA	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
pentadecanoyl-CoA	CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
<i>N</i>-(1-deoxy-D-fructos-1-yl)glycine	C([NH2+]CC(=O)[O-])C(=O)[C@@H](O)[C@H](O)[C@H](O)CO
NADPH	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O[R])[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))
oleoyl-CoA	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
<i>N</i><sup>6</sup>-(1-deoxy-D-fructos-1-yl)-L-lysine	C(C(=O)[C@@H](O)[C@H](O)[C@@H](CO)O)[NH2+]CCCC[C@H]([NH3+])C(=O)[O-]
NADH	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O[R])[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))
1-propanal	CCC=O
(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/CCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
acetaldehyde	CC=O
(7Z)-hexadecenoyl-CoA	CCCCCCCC\C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
formaldehyde	C=O
Ca<SUP>2+</SUP>	[Ca+2]
1-butanal	CCCC=O
Mg<SUP>2+</SUP>	[Mg+2]
hexadecanal	CCCCCCCCCCCCCCCC=O
1-octanal	CCCCCCCC=O
&beta;-alanine	C(C[NH3+])C([O-])=O
6-deoxy-D-allose	C[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O)C(O)O1)
<i>N</i>-acetyl-L-glutamate	CC(=O)N[C@H](C([O-])=O)CCC(=O)[O-]
(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]
(<i>2E,6E</i>)-farnesol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CO
<i>N</i>-acetyl-L-cysteine	CC(N[C@H](C(=O)[O-])CS)=O
<i>N</i>-acetyl-L-ornithine	CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-]
nicotinamide	C1(\C=C/C(/C(=O)N)=C\N=1)
coenzyme A	CC(C)(COP([O-])(=O)OP(OC[C@H]3(O[C@@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))[C@H](O)[C@H](OP([O-])(=O)[O-])3))(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/NC=O)=C(C(=O)N)/N=C\1))[C@H](O)[C@H](O)2)
D-mannitol 1-phosphate	C([C@H]([C@H]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)O)O)O
(<i>R</i>)-lipoate	C(CCC(=O)[O-])C[C@@H]1(CCSS1)
carbamoyl phosphate	C(=O)(N)OP(=O)([O-])[O-]
1-(5-phospho-&beta;-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	C(OP([O-])(=O)[O-])[C@H]3(O[C@@H](/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2)))[C@H](O)[C@@H]3O)
D-sorbitol 6-phosphate	C([C@@H]([C@H]([C@@H]([C@@H](COP([O-])(=O)[O-])O)O)O)O)O
molybdopterin	C(OP([O-])(=O)[O-])[C@@H]1(C(\[S-])=C([C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))\S)
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/N)=C(C(=O)N)/N=C\1))[C@H](O)[C@H](O)2)
(<i>S</i>)-3-hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
pyridoxal 5'-phosphate	CC1(/N=C\C(\COP(=O)([O-])[O-])=C(C(/O)=1)\C=O)
phosphoribulosylformimino-AICAR-phosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)C/N=C/NC1(\N(\C=N/C(\C(=O)N)=1)[C@@H]2(O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H](O)2))
