Compound	SMILES
sucrose 6<sup>F</sup>-phosphate	C(OP(=O)([O-])[O-])[C@H]2(O[C@@](CO)(O[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@@H](O)[C@H](O)2)
3-oxoadipyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CC(CCC([O-])=O)=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
b-dgal-HEX-1:4	
(2Z,4Z)-2-hydroxyhepta-2,4-dienedioate	C([O-])(=O)C\C=C/C=C(C(=O)[O-])\O
L-aspartyl-4-phosphate	C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-]
L-asparagine	C(C[C@@H](C(=O)[O-])[NH3+])(N)=O
ethanol	CCO
Fe<SUP>3+</SUP>	[Fe+3]
(2<i>S</i>)-naringenin	C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C(/C=C(/C=2)/O)\O)))=3)/O)
a <i>holo</i> malonate-decarboxylase	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H](N[[an apo malonate decarboxylase acyl-carrier protein]])C(=O)[[an apo malonate decarboxylase acyl-carrier protein]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O)
methylamine	C[NH3+]
menaquinol-<i>9</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
2-oxoadipate	C(CC(=O)C(=O)[O-])CC(=O)[O-]
(3<i>R</i>)-3-hydroxybutanoyl-CoA	C[C@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
5&alpha;-cholesta-8,24-dien-3-one	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(CC(=O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
dGMP	C(OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
phospho<i>enol</i>pyruvate	C=C(OP([O-])([O-])=O)C([O-])=O
carbon monoxide	[C-]#[O+]
all-<i>trans</i>-hexaprenyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
adenosine	C(O)[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))
cyclic- 3,4-<i>O</i>-oxalyl-L-threonate	C1(OC(=O)C(=O)OC(C(O)C(=O)[O-])1)
a-dido-HEX-1:5|6:a	
quinolinate	C1(\N=C(C(/C([O-])=O)=C\C=1)\C([O-])=O)
glycerone phosphate	C(C(=O)CO)OP([O-])([O-])=O
5-hydroxyindole thiazolidine carboxylate	C(O)(=O)C1(CSC(N1)CC2(\C3(\C(\N\C=2)=C/C=C(\C=3)/O)))
D-<i>myo</i>-inositol (1,4,5)-trisphosphate	[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
oleate	CCCCCCCC\C=C/CCCCCCCC([O-])=O
cotinine	C1(=O)(CC[C@H](N(C)1)C2(\C=N/C=C\C=2))
3-benzyl-3,6 -bis(glutathione)- 6-(hydroxymethyl)-diketopiperazine	C(S[C@@]2(CC1(\C=C/C=C\C=1))(NC(=O)[C@](SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)(CO)NC(=O)2))[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
<i>N</i><sup>1</sup>-acetylspermine	CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]
x-lman-HEX-1:5|6:d	
uroporphyrinogen-I	C(=O)([O-])CCC2(\C(/CC(=O)[O-])=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(CC(=O)[O-])/C(\CCC([O-])=O)=3))=C(CC(=O)[O-])/C(\CCC(=O)[O-])=4))=C(CC([O-])=O)/C(\CCC(=O)[O-])=5)))
guanosine	C(O)[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
N-tetradecanoylglycyl-peptide	CCCCCCCCCCCCCC(=O)C(N)C(=O)NC([R])C(=O)O
methylacrylyl-CoA	C=C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C
D-<i>myo</i>-inositol (1,3,4)-trisphosphate	[C@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
menaquinol-<i>8</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(\C(\C(\O)=1)=C/C=C\C=2))/O)
adenosylcobalamin	CC%15(\C=C%12(C(/N%13([C@H]%14(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@@H](C)CNC(=O)CC[C@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C5([C@@](CC(=O)N)([C@H](CCC(N)=O)C6(\C=C7(C(C)(C)[C@H](CCC(N)=O)C8(\C(/C)=C1/N2[Co-3]([N+]\3=4)([N+]5=6)([N+]\7=8)(C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O))[N+]/%12=C/%13))))C)))))(C))[C@@H](O)%14)))=C\C(/C)=%15))
3,5-bisdiphosphoinositol-1D-<i>myo</i>-inositol 2,3,4,6-tetrakisphosphate	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP([O-])(=O)[O-])[C@@H](OP([O-])([O-])=O)1)
2-carboxy-L-<i>threo</i>-pentonate	C(C(C(O)C(C([O-])=O)(C([O-])=O)O)O)O
2-phenylethanol	C1(\C=C/C(\CCO)=C\C=1)
monodehydroascorbate radical	C(O)[C@H](O)[C@@H]1(C(\O)=C(C(=O)O1)\O)
(<i>S</i>)-3-methyl-2-oxopentanoate	CC[C@H](C)C(=O)C([O-])=O
GLYCO-CT-N-ACETYL	
b-dman-OCT-2:6|1:a|2:keto|3:d	
cysteamine	C(CS)[NH3+]
stearoyl-CoA	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
ubiquinol-<i>10</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C(\OC)=C(C(/C)=1)\O)\OC)
(5Z,8Z,11Z,14Z,17Z)-3R-hydroxy-docosapentaenoyl-CoA	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
leucodopachrome	C([O-])(=O)[C@H]1(NC2(\C=C(C(/O)=C\C(/C1)=2)\O))
nitrite	N([O-])=O
x-phosphate-group	OP(=O)[O-]
<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide	C([NH3+])C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1)
a pyrophosphate group	[O-]P(OP(=O)([O-])O)(=O)[O-]
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)N2(\C=N/C(\C(=O)N)=C(N)\2))
(2<i>S</i>)-2-isopropylmalate	CC(C(O)(CC(=O)[O-])C([O-])=O)C
pinocembrin chalcone	C2(\C=C/C(/C=C/C(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O)=C\C=2)
<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyl-L-arginine	CN(C(NCCC[C@H]([NH3+])C(=O)[O-])=[NH2+])C
4-maleyl-acetoacetate	C([O-])(=O)\C=C/C(=O)CC(=O)CC([O-])=O
x-dglc-HEX-x:x	
D-glucarate	C(=O)([C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-])[O-]
GDP-&beta;-L-fucose	C[C@@H]4(O[C@H](OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C(N)/NC(C(\N=C/1)=2)=O)))O3)O)O))([O-])=O)([O-])=O)[C@H]([C@@H]([C@@H]4O)O)O)
b-xgal-HEX-1:5	
4-chlorocatechol	C1(/C=C(C(/O)=C\C(\Cl)=1)/O)
2-methoxy-6-(<i>all-trans</i>-decaprenyl)phenol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\OC)
9,9'-di-<i>cis</i>-&zeta;-carotene	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\CC/C=C(C)/CCC=C(C)C
D-glucono-1,5-lactone	C(O)[C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)=O)
ethylamine	CC[NH3+]
(2<i>R</i>)-ethylmalonyl-CoA	CC[C@@H](C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C([O-])=O
9-mercaptodethiobiotin	C(S)C1(C(NC(N1)=O)CCCCCC(=O)[O-])
5-phospho-&alpha;-D-ribose 1-diphosphate	C(OP(=O)([O-])[O-])[C@H]1(O[C@H](OP([O-])(=O)OP([O-])(=O)[O-])[C@H](O)[C@H](O)1)
hypotaurine	C([NH3+])CS([O-])=O
shikimate	C1(/[C@@H](O)[C@@H](O)[C@@H](CC(/C(=O)[O-])=1)O)
phosphinopyruvate	C([O-])(=O)C(=O)CP([O-])=O
cyclic-2,3-<i>O</i>-oxalyl-L-threonate	C(O)C1(OC(=O)C(=O)OC(C(=O)[O-])1)
&gamma;-Glu-Cys-&gamma;-Glu-Cys-&beta;-Ala	C(S)[C@@H](C(NCCC(=O)[O-])=O)NC(=O)CC[C@@H](C([O-])=O)NC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C([O-])=O
5-amino-4-imidazolecarboxyamide	C1(\N=C(C(\N=1)C(N)=O)\N)
UTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))
propanoyl-CoA	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
4-chlorosalicylate	C(C1(/C=C\C(\Cl)=C/C(/O)=1))([O-])=O
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate	CSC[C@H]1(O[C@H](OP([O-])(=O)[O-])[C@@H]([C@@H]1O)O)
8-amino-7-oxononanoate	CC(C(CCCCCC([O-])=O)=O)[NH3+]
3-hydroxypropanoate	C(CO)C([O-])=O
(2E,7Z)-hexadecenoyl-CoA	CCCCCCCC\C=C/CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
2-oleoylglycerol	CCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)CO
prop-2-ynal	C#CC=O
3'-ketolactose	C(O)[C@H]2(O[C@@H](O[C@@H]1([C@@H](CO)O[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)C(=O)[C@@H](O)2)
superoxide	[O-]O
&gamma;-tocotrienol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CC[C@@]1(C)(OC2(\C(/CC1)=C/C(/O)=C(C)\C(/C)=2))
preuroporphyrinogen	C(O)C4(\NC(/CC3(\NC(/CC2(\NC(/CC1(\N\C=C(CCC(=O)[O-])/C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4)
a-dglc-HEX-1:4|6:a	
x-dman-HEX-1:5|6:d	
lipoyl-adenylate	C1(SS[C@@H](C1)CCCCC(=O)OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)O)O))([O-])=O)
carbonic acid	C(O)(=O)O
&beta;-maltose	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)))O
adenosine 3',5'-bisphosphate	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))
1D-<i>myo</i>-inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate	[C@H]1(OP(=O)([O-])[O-])([C@@H](OP(=O)([O-])[O-])[C@H](OP([O-])(=O)OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(OP([O-])(=O)[O-])([O-])=O)[C@H](OP([O-])([O-])=O)1)
biliverdin-IX-&alpha;	C=CC1(\C(\NC(C(/C)=1)=O)=C\C4(\NC(/C=C3(C(/CCC(=O)[O-])=C(C)/C(\C=C2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC(=O)[O-])/C(\C)=4))
(7Z)-tetradecenoyl-CoA	CCCCCC\C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
2-phospho-D-glycerate	C(=O)([O-])[C@H](OP(=O)([O-])[O-])CO
ITP	C(OP(=O)([O-])OP([O-])(=O)OP([O-])([O-])=O)[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
indole-3-acetate	C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
<i>trans</i>-hex-2-enoyl-CoA	CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5-hydroxyindole acetate	C1(\C(\O)=C/C2(/C(\CC(=O)[O-])=C\NC(/C=1)=2))
(<i>S</i>)-2-acetolactate	CC(=O)[C@](C)(O)C(=O)[O-]
3-decaprenyl-4-hydroxybenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C/C(/O)=1)/C(=O)[O-])
dimethylglycine	C[NH+](CC([O-])=O)C
3-oxo-24-ethyl-cholest-5-ene	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
3-oxo-(11Z)-octadecenoyl-CoA	CCCCCC\C=C/CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
D-galactosylononitol	CO[C@@H]1([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)O)O)O)O[C@@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O))
pppGpp	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](OP(=O)([O-])OP(=O)(O)[O-])1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
5-hydroxyisourate	C2(C1(O)(NC(=O)NC/1=N/C(=O)N2))(=O)
3,4-dihydroxy-5-<i>all-trans</i>-hexaprenylbenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)
5-hydroxyindole acetaldehyde	C1(\NC2(\C(/C(\CC=O)=1)=C/C(/O)=C\C=2))
(S)-methylmalonyl-CoA	C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C([O-])=O
(R)-mevalonate diphosphate	C[C@@](O)(CCOP(=O)([O-])OP([O-])([O-])=O)CC(=O)[O-]
&alpha;-L-xylopyranose	[C@H]1(O)(OC[C@H](O)[C@@H](O)[C@H](O)1)
UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine	CCCCCCCCCCC[C@H](CC(O[C@@H]3([C@H]([C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))O[C@@H]([C@H]3O)CO)NC(=O)C))=O)O
dimethylallyl diphosphate	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
demethylmenaquinol-8	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
indole	C1(\C=C/C2(N\C=C/C(\C=1)=2))
4&alpha;-methyl-5&alpha;-cholesta-8,14,24-trien-3&beta;-ol	CC(C)=CCC[C@@H](C)[C@H]2(CC=C3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@](CO)(C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CC[C@H](O)C(C)(C)3)))CC4)))C
protoporphyrin IX	C=CC4(\C(/C)=C3(\C=C5(C(/C)=C(CCC([O-])=O)/C(\C=C1(C(/CCC([O-])=O)=C(C)/C(/N1)=C/C2(/C(\C=C)=C(C)\C(\N=2)=C\C(\N3)=4)))=N\5)))
a-lman-HEX-1:5|6:d	
L-glutamate	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O
(<i>S</i>)-2-aceto-2-hydroxybutanoate	CC[C@@](O)(C(=O)[O-])C(C)=O
18-hydroxyoleate	C(O)CCCCCCC\C=C/CCCCCCCC(=O)[O-]
